Section Name,Description,Company Name,Text Information
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Commerce seo,1und1 Internet AG
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",commercetools - SPHERE.IO,1und1 Internet AG
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",CORE - ZMB GmbH (ZMBCORE),1und1 Internet AG
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",e-matters,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",e-vendo AG,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",ElectronicSales es:shop,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",GlobeCharge - santu,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",H H G multistore,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",HEROIC SHOP,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Host Europe,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",IBM WebSphere Commerce,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",ipilum,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Jimdo,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",JTL Software,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Kaufengel,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Lightspeed (ehemals SEOSHOP),e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Magento,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Mallux,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Mondoshop MONDO MEDIA,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",OXID eSales,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Pinnacle Cart,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Plentymarkets,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",POWERGAP,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",PrestaShop,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Randshop,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Salesforce Commerce Cloud (Demandware),e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Serverspot,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",shopcloud - schukai GmbH,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Shopify,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Shopware,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Silver.solutions,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Strato,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",SUPR Shop,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Telekom Shop,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Tictail AB,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",typo3multishop.com,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",versacommerce,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",WEBSALE,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Weebly,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",WiX,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Woocommerce German,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Xanario,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",Xonic-solutions,e-matters eCommerce Suite
Anbieter,"Wenn Sie nur einen Teil der auf ecomparo vergleichbaren Anbieter & Lösungen zum Vergleich heranziehen möchten,
so können Sie Systeme, die für Sie nicht von Interesse sind, hier abwählen.",xt Commerce,e-matters eCommerce Suite
Art der benötigten Lösung,"Hier können Sie wählen ob Sie einen bestimmten Typ an E-Commerce-Lösungen suchen. Bitte beachten Sie,
dass die Auswahl von mehr als einem ""MUSS""-Kriterium die Lösungs-Anzahl in der Vergleichsansicht sehr stark
reduziert.",Auf Dritt-Server installierbar,"Gibt an, ob die Software auch auf einem Anbieterfremden Sever installiert werden kann. (Kosten)"
Art der benötigten Lösung,"Hier können Sie wählen ob Sie einen bestimmten Typ an E-Commerce-Lösungen suchen. Bitte beachten Sie,
dass die Auswahl von mehr als einem ""MUSS""-Kriterium die Lösungs-Anzahl in der Vergleichsansicht sehr stark
reduziert.",Cloud E-Commerce Plattform,"Unter diesen Typ fallen Lösungen, die flexible App-Erweiterungen in der Cloud anbieten."
Art der benötigten Lösung,"Hier können Sie wählen ob Sie einen bestimmten Typ an E-Commerce-Lösungen suchen. Bitte beachten Sie,
dass die Auswahl von mehr als einem ""MUSS""-Kriterium die Lösungs-Anzahl in der Vergleichsansicht sehr stark
reduziert.",Kauflösung (Einmal Zahlung),"Unter den Typ Kauflösung fallen E-Commerce Lösungen, die Sie in der Regel per einmaliger Zahlung erwerben oder lizenzieren müssen."
Art der benötigten Lösung,"Hier können Sie wählen ob Sie einen bestimmten Typ an E-Commerce-Lösungen suchen. Bitte beachten Sie,
dass die Auswahl von mehr als einem ""MUSS""-Kriterium die Lösungs-Anzahl in der Vergleichsansicht sehr stark
reduziert.",Kostenlose Lösung (Freemium),"Unter diesen Typ fallen Lösungen, die Sie (meist in der Basisversion) komplett kostenfrei einsetzen können."
Art der benötigten Lösung,"Hier können Sie wählen ob Sie einen bestimmten Typ an E-Commerce-Lösungen suchen. Bitte beachten Sie,
dass die Auswahl von mehr als einem ""MUSS""-Kriterium die Lösungs-Anzahl in der Vergleichsansicht sehr stark
reduziert.",Marktplatz/ Portal,"Unter den Typ Marktplatz fallen Lösungen, die viele unterschiedliche Produktangebote unterschiedliche Anbieter unter einer Domain anbieten."
Art der benötigten Lösung,"Hier können Sie wählen ob Sie einen bestimmten Typ an E-Commerce-Lösungen suchen. Bitte beachten Sie,
dass die Auswahl von mehr als einem ""MUSS""-Kriterium die Lösungs-Anzahl in der Vergleichsansicht sehr stark
reduziert.",Mietlösung/ SaaS,"Unter diesen Typ fallen Lösungen, die Sie in der Regel von einem Anbieter gegen ein monatliches Mietentgelt erhalten. Da in der Praxis die beiden Begriffe zunehmend synonym verwendet werden, findet hier keine Unterscheidung statt."
Art der benötigten Lösung,"Hier können Sie wählen ob Sie einen bestimmten Typ an E-Commerce-Lösungen suchen. Bitte beachten Sie,
dass die Auswahl von mehr als einem ""MUSS""-Kriterium die Lösungs-Anzahl in der Vergleichsansicht sehr stark
reduziert.",Open Source - Lösung,"Unter den Typ Open Source fallen Lösungen, deren Quellcode offen liegt und dadurch selbst und unabhängig von dem Hersteller weiterentwickelt und angepasst werden kann. Dazu gehören auch kostenlose Community-Versionen von kostenpflichtigen Anbietern."
Art der benötigten Lösung,"Hier können Sie wählen ob Sie einen bestimmten Typ an E-Commerce-Lösungen suchen. Bitte beachten Sie,
dass die Auswahl von mehr als einem ""MUSS""-Kriterium die Lösungs-Anzahl in der Vergleichsansicht sehr stark
reduziert.",Widgetshop,"Unter den Shop-Typ Widgetshop fallen Shop-Tarife, die den Verkauf von Artikeln auf unterschiedlichen Websiten und Sozialen Netzwerken, z.B. in einem Widget, ermöglichen."
E-Commerce Plugin für CMS-Systeme & Blogs (erweitert),,Contao,"Gibt an, ob der Tarif ein Shop-Plugin zum angegebenen CMS System ist."
E-Commerce Plugin für CMS-Systeme & Blogs (erweitert),,Drupal,"Gibt an, ob der Tarif ein Shop-Plugin zum angegebenen CMS System ist."
E-Commerce Plugin für CMS-Systeme & Blogs (erweitert),,In existierende Webseite integrierbar,"Gibt an, ob Sie den Tarif auch zur E-Commerce Erweiterung Ihrer bereits existierenden Webseite einsetzen können."
E-Commerce Plugin für CMS-Systeme & Blogs (erweitert),,Joomla,"Gibt an, ob der Tarif ein Shop-Plugin zum angegebenen CMS System ist."
E-Commerce Plugin für CMS-Systeme & Blogs (erweitert),,Pinterest buyable Pins,"Gibt an, ob der Tarif ein Shop-Plugin zum angegebenen CMS System ist."
E-Commerce Plugin für CMS-Systeme & Blogs (erweitert),,tumblr,"Gibt an, ob der Tarif ein Shop-Plugin zum angegebenen CMS System ist."
E-Commerce Plugin für CMS-Systeme & Blogs (erweitert),,typo3,"Gibt an, ob der Tarif ein Shop-Plugin zum angegebenen CMS System ist."
E-Commerce Plugin für CMS-Systeme & Blogs (erweitert),,Wordpress,"Gibt an, ob der Tarif ein Shop-Plugin zum angegebenen CMS System ist."
Art der Umsetzung,"Wählen Sie hier zwischen den verschiedenen Arten der Umsetzung und filtern Sie alle Lösungen nach der
gewünschten Umsetzungsart.",Out of the Box - fähig,Diese Art von Lösungen kann innerhalb kürzester Zeit ohne Agentur oder Projektaufwand umgesetzt werden.
Art der Umsetzung,"Wählen Sie hier zwischen den verschiedenen Arten der Umsetzung und filtern Sie alle Lösungen nach der
gewünschten Umsetzungsart.",Projektbasierte Umsetzung notwendig/ sinnvoll,"Gibt an, ob die E-Commerce Lösung einer längeren Phase der Implementierung und Anpassung bedarf. (Meist bei umfangreichen und größeren E-Commerce Lösungen)"
Gebühren - Lizenzen,"Die angegebenen Preise sind Nettopreise in Euro ohne Mwst. und beziehen sich bei ausländischen Unternehmen auf die
Angabe einer Umsatzsteuer-ID. Ohne diese Angabe können sich andere Gebühren ergeben. Gerundete Preise ohne
tagesaktuelle Währungsumrechnung.",Affiliategebühren enthalten,"Gibt an, ob die Vermittlungsgebühren von Affiliates/ Publishern bereits in den Kosten enthalten sind."
Gebühren - Lizenzen,"Die angegebenen Preise sind Nettopreise in Euro ohne Mwst. und beziehen sich bei ausländischen Unternehmen auf die
Angabe einer Umsatzsteuer-ID. Ohne diese Angabe können sich andere Gebühren ergeben. Gerundete Preise ohne
tagesaktuelle Währungsumrechnung.",Komplette Entfernung der Werbehinweise/ Werbung des Software-Anbieters möglich (meist im Footer),"Gibt an, ob und welche einmaligen Kosten bei der Entfernung des Copyright Hinweises seitens des Anbieters berechnet werden."
Gebühren - Lizenzen,"Die angegebenen Preise sind Nettopreise in Euro ohne Mwst. und beziehen sich bei ausländischen Unternehmen auf die
Angabe einer Umsatzsteuer-ID. Ohne diese Angabe können sich andere Gebühren ergeben. Gerundete Preise ohne
tagesaktuelle Währungsumrechnung.",Software-Updates/ Versions-Upgrades enthalten (Kosten),"Gibt an, ob im Tarif Updates enthalten sind oder ob diese kostenpflichtig sind. Zahlen bedeuten Kosten pro Monat."
Gebühren - Lizenzen,"Die angegebenen Preise sind Nettopreise in Euro ohne Mwst. und beziehen sich bei ausländischen Unternehmen auf die
Angabe einer Umsatzsteuer-ID. Ohne diese Angabe können sich andere Gebühren ergeben. Gerundete Preise ohne
tagesaktuelle Währungsumrechnung.",Anzahl enthaltener gebührenfreier Bestellungen/ Aufträge/ Transaktionen,"Gibt an, welche Anzahl an Bestellungen im jeweiligen Tarif bereits gebührenfrei enthalten ist."
Gebühren - Lizenzen,"Die angegebenen Preise sind Nettopreise in Euro ohne Mwst. und beziehen sich bei ausländischen Unternehmen auf die
Angabe einer Umsatzsteuer-ID. Ohne diese Angabe können sich andere Gebühren ergeben. Gerundete Preise ohne
tagesaktuelle Währungsumrechnung.",Einrichtungsgebühr / Setup/ Startgebühr,Einmalige Einrichtungskosten in Euro.
Gebühren - Lizenzen,"Die angegebenen Preise sind Nettopreise in Euro ohne Mwst. und beziehen sich bei ausländischen Unternehmen auf die
Angabe einer Umsatzsteuer-ID. Ohne diese Angabe können sich andere Gebühren ergeben. Gerundete Preise ohne
tagesaktuelle Währungsumrechnung.",Fixgebühr je verkauftem Artikel/ Auftrag,
Gebühren - Lizenzen,"Die angegebenen Preise sind Nettopreise in Euro ohne Mwst. und beziehen sich bei ausländischen Unternehmen auf die
Angabe einer Umsatzsteuer-ID. Ohne diese Angabe können sich andere Gebühren ergeben. Gerundete Preise ohne
tagesaktuelle Währungsumrechnung.",Gebühr bei erfolglosem Verkauf,
Gebühren - Lizenzen,"Die angegebenen Preise sind Nettopreise in Euro ohne Mwst. und beziehen sich bei ausländischen Unternehmen auf die
Angabe einer Umsatzsteuer-ID. Ohne diese Angabe können sich andere Gebühren ergeben. Gerundete Preise ohne
tagesaktuelle Währungsumrechnung.",Gebühren Multichannel Funkion,
Gebühren - Lizenzen,"Die angegebenen Preise sind Nettopreise in Euro ohne Mwst. und beziehen sich bei ausländischen Unternehmen auf die
Angabe einer Umsatzsteuer-ID. Ohne diese Angabe können sich andere Gebühren ergeben. Gerundete Preise ohne
tagesaktuelle Währungsumrechnung.",Grundgebühr pro Monat (Subscription),"Gibt an, ob und in welcher Höhe beim Tarif eine monatliche Grundgebühr anfällt. Der hier genannten Betrag ist ein minimal-Betrag, der sich z.B. bei modularen Leistungserweiterungen erhöhen kann."
Gebühren - Lizenzen,"Die angegebenen Preise sind Nettopreise in Euro ohne Mwst. und beziehen sich bei ausländischen Unternehmen auf die
Angabe einer Umsatzsteuer-ID. Ohne diese Angabe können sich andere Gebühren ergeben. Gerundete Preise ohne
tagesaktuelle Währungsumrechnung.",Kaufpreis/ einmaliger Lizenzpreis,Einmaliger Kaufpreis der Software bzw. Nutzungslizenz
Gebühren - Lizenzen,"Die angegebenen Preise sind Nettopreise in Euro ohne Mwst. und beziehen sich bei ausländischen Unternehmen auf die
Angabe einer Umsatzsteuer-ID. Ohne diese Angabe können sich andere Gebühren ergeben. Gerundete Preise ohne
tagesaktuelle Währungsumrechnung.",Mindestvertragslaufzeit (in Monaten),
Gebühren - Lizenzen,"Die angegebenen Preise sind Nettopreise in Euro ohne Mwst. und beziehen sich bei ausländischen Unternehmen auf die
Angabe einer Umsatzsteuer-ID. Ohne diese Angabe können sich andere Gebühren ergeben. Gerundete Preise ohne
tagesaktuelle Währungsumrechnung.",Paymentgebühren bereits enthalten (bzw. in %),"Gibt an, ob und in welcher Höhe beim Tarif bei der Zahlung von Waren ein zusätzlicher prozentualer Betrag des Brutto-Verkaufspreises je verkauftem Artikel als Gebühr anfällt. Der genannten Prozent-Wert ist der für den Shop-Tarif charakteristischste Prozentwert."
Gebühren - Lizenzen,"Die angegebenen Preise sind Nettopreise in Euro ohne Mwst. und beziehen sich bei ausländischen Unternehmen auf die
Angabe einer Umsatzsteuer-ID. Ohne diese Angabe können sich andere Gebühren ergeben. Gerundete Preise ohne
tagesaktuelle Währungsumrechnung.",Verkaufsprovision/ Umsatzbeteiligung (Kategorieunabhängig),"Gibt an, ob und in welcher Höhe beim Tarif beim Verkauf von Waren kategorieunabhängig ein prozentualer Betrag des Brutto-Verkaufspreises (=Bestellwert) je verkauftem Artikel als Gebühr anfällt. Beachten Sie bitte, dass die Provisionshöhe auf den Netto-Verkaufspreis größer ist."
Informationen zum Tarif & Anbieter,"Diese Gruppe beinhaltet Vergleichskriterien, die Aufschluss über grundlegende Eigenschaften zum jeweiligen Anbieter
und Tarif geben.",Aktuelle Aktionen - Link (falls vorhanden),"Hier finden Sie, falls ein Rabattaktion vorhanden ist, den Direktlink."
Informationen zum Tarif & Anbieter,"Diese Gruppe beinhaltet Vergleichskriterien, die Aufschluss über grundlegende Eigenschaften zum jeweiligen Anbieter
und Tarif geben.",Als Whitelabel Lösung für Agenturen/ Reseller einsetzbar,"Gibt an, ob der Anbieter die Software als Whitelabel-Lösung anbietet."
Informationen zum Tarif & Anbieter,"Diese Gruppe beinhaltet Vergleichskriterien, die Aufschluss über grundlegende Eigenschaften zum jeweiligen Anbieter
und Tarif geben.",Auf mehr als einer Domain einsetzbar (Anzahl Lizenzen),"Gibt an, ob die Software auf mehr als einer Domain eingesetzt werden darf. Bitte beachten Sie den Unterschied zum Kriterium Multishop."
Informationen zum Tarif & Anbieter,"Diese Gruppe beinhaltet Vergleichskriterien, die Aufschluss über grundlegende Eigenschaften zum jeweiligen Anbieter
und Tarif geben.",Durch Extensions zu Dritt-Dienstleistern erweiterbar (Anzahl Module/ Apps/ Plugins),"Gibt an, ob zur Funktionserweiterung des Shop-Tarifs ein Plugin-Store existiert. Zahlen entsprechen der Anzahl verfügbarer Extensions/Erweiterungen."
Informationen zum Tarif & Anbieter,"Diese Gruppe beinhaltet Vergleichskriterien, die Aufschluss über grundlegende Eigenschaften zum jeweiligen Anbieter
und Tarif geben.",Individuelle Programmanpassungen an Unternehmensanforderungen,"Gibt an, ob ein bestimmtes Kontigent (Mann-Stunden) für die Entwicklung oder Implementierung von Sonderwünschen enthalten sind."
Informationen zum Tarif & Anbieter,"Diese Gruppe beinhaltet Vergleichskriterien, die Aufschluss über grundlegende Eigenschaften zum jeweiligen Anbieter
und Tarif geben.",Kostenfreier Testzeitraum,Bei vielen Tarifen ist ein unverbindlicher kostenfreier Test möglich.
Informationen zum Tarif & Anbieter,"Diese Gruppe beinhaltet Vergleichskriterien, die Aufschluss über grundlegende Eigenschaften zum jeweiligen Anbieter
und Tarif geben.",Marktplatzfunktion/ Multi-Vendor/ Mall,Ermöglichen Sie auch Drittverkäufern in Ihrem Shop zu verkaufen (Vom Shop zum Marktplatz).
Informationen zum Tarif & Anbieter,"Diese Gruppe beinhaltet Vergleichskriterien, die Aufschluss über grundlegende Eigenschaften zum jeweiligen Anbieter
und Tarif geben.",Software-Anbieter ist gleichzeitg Generalunternehmer des E-Commerce Projekts,Die notwendige Absprache und Implementierung von Drittanbieter-Services übernimmt der E-Commerce Solutions Anbieter selbst.
Informationen zum Tarif & Anbieter,"Diese Gruppe beinhaltet Vergleichskriterien, die Aufschluss über grundlegende Eigenschaften zum jeweiligen Anbieter
und Tarif geben.",Spezialisierung des Anbieters auf bestimmte Warengruppe/ Branche,"Gibt an, ob der Tarif für den Vertrieb von bestimmten Warengruppen(z.B. Apothekenartikeln) spezialisiert ist."
Informationen zum Tarif & Anbieter,"Diese Gruppe beinhaltet Vergleichskriterien, die Aufschluss über grundlegende Eigenschaften zum jeweiligen Anbieter
und Tarif geben.",Spezifisches Angebot für Anbieter-Wechsler,"Gibt an, ob der Tarif für den Vertrieb von bestimmten Warengruppen(z.B. Apothekenartikeln) spezialisiert ist."
Informationen zum Tarif & Anbieter,"Diese Gruppe beinhaltet Vergleichskriterien, die Aufschluss über grundlegende Eigenschaften zum jeweiligen Anbieter
und Tarif geben.",Testimonials - Link,Hier finden Sie einen Direkt-Link zur Testimonials/ Anwenderfeedback.
Informationen zum Tarif & Anbieter,"Diese Gruppe beinhaltet Vergleichskriterien, die Aufschluss über grundlegende Eigenschaften zum jeweiligen Anbieter
und Tarif geben.",Agentur für Anbieter im Agenturverzeichnis finden,Klicken Sie auf den Link um zur jeweiligen Software die passenden Agenturen mit Detailwissen zu finden.
